eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97E+11,1970,3,9,,0,,217,United States,1,North America,New Mexico,Albuquerque,35.084319,-106.619781,1,0,,"3/9/1970: Unknown perpetrators placed an incendiary bomb underneath the Air Force R.O.T.C. building at the University of New Mexico in Albuquerque, New Mexico, United States.  The bomb was discovered and disarmed fifteen minutes before it was set to explode.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at University of New Mexico,217,United States,,White extremists,,,,,,Protest the R.O.T.C. program and Vietnam War,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Homemade incendiary time bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,Special state police were ordered by the governor to investigate the incident.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""S.F. State Protest Ends, Off-Campus Rampage Blocked,"" Washington Post, March 11, 1970.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,3,16,"March 16-17, 1970",0,,217,United States,1,North America,California,San Bernardino,34.105245,-117.294124,1,0,"Living room, outside of house","3/16/1970: Unknown perpetrators threw four firebombs at the house of Councilman Norris Gregory in San Bernardino, California, United States.  He received minor burns attempting to put out the fire and the house sustained an estimated $4,000 in damages.  Gregory was the first and only Black councilman in San Bernadino at the time.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Black San Bernardino Councilman,Norris Gregory,217,United States,,White extremists,,,,,,To protest African Americans sitting on the San Bernardino city council,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs,0,0,0,1,1,0,1,3,Minor (likely < $1 million),4000,The house was damaged and the drapes were set on fire,0,,,,,,,0,,,,,,,,,At the time of the firebombing Norris Gregory was facing a recall election.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Four Black Churches Fire Bombed in Texas,"" Jet Magazine, March 25, 1971.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,3,20,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1,0,Near Trucks,"3/20/1970: Unknown perpetrators placed two firebombs at the United States Army Reserve Training Center in Portland, Oregon, United States.  One bomb ignited but burnt out before causing any damage and the other bomb was found and dismantled.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,US Military,United States Army Reserve Training Center in Portland Oregon,217,United States,,White extremists,,,,,,Protest the Vietnam War and sabotage the US Army,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two firebombs,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,3,20,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,In front of his car,"3/20/1970: Unknown perpetrators shot and killed Burton I. Gordin, the director of the Michigan Civil Rights Commission, in a downtown garage in Detroit, Michigan, United States.  Police suspected that this incident might have been politically motivated as no money was stolen from Gordin's wallet.",1,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,Michigan Civil Rights Commission,Burton I. Gordin,217,United States,,White extremists,,,,,,To protest the civil rights movement,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Three shots fired,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The police were unsure if this incident was an attempted robbery, with the perpetrators too frightened to take the targets money, or if it was an assassination.","Jerry M. Flint, ""Civil Rights Chief In Michigan Slain,"" New York Times, March 21, 1970.","""No Motive of Suspect Seen In Slaying of Rights Official,"" Washington Post, March 22, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,3,24,,0,,217,United States,1,North America,Ohio,Cleveland,41.479561,-81.675461,1,0,At the pedestal of The Thinker statue.,"3/24/1970: Unknown perpetrators detonated a pipe bomb at Auguste Rodin's Thinker statue that was located in front of the Cleveland Museum of Art in Ohio, United States.  There were no casualties, however, the statue was irrevocably damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Cleveland Museum of Art,The Thinker statue,217,United States,,White extremists,,,,,,Suspected motive was to protest the Vietnam War.,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe bomb consisting of the equivalent of three sticks of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Base and legs of the statue were destroyed,0,,,,,,,0,,,,,,,,,"The perpetrators were never captured, however, it is believed that the attack was intended to protest the Vietnam War.  The statue was never repaired.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Damaged Rodin Work is Righted in Cleveland,"" New York Times, March 31, 1970.","""Auguste Rodin (French 1840-1917) the Thinker, 1880-1881,"" http://www.clevelandart.org/educef/sisterwendy/4832057.aspx, 2009.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,4,1,,0,,217,United States,1,North America,New York,Ithaca,42.455233,-76.475847,1,0,Cornell University,"4/1/1970: Unknown perpetrators started a fire at the building that houses the Africana Studies and Research Center at Cornell University in Ithaca, New York, United States.  There were no casualties but the building sustained an estimated $100,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,"Africana Studies and Research Center, Cornell University",Building housing Africana Studies and Research Center,217,United States,,White extremists,,,,,,To intimidate the African American community at Cornell University,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,Upper two stories and roof of building damaged.  Records and research material destroyed.,0,,,,,,,0,,,,,,,,,"This attack occurred amidst heightened racial tensions at Cornell University.  Five weeks earlier the Black Woman's Cooperative on campus was firebombed (197002220001).  In response to the attack, 100 African American Cornell students looted the campus book store and turned over two cars.  These students were disappoint with how the university handled the situation,  As a result of the disturbances, a curfew was established on campus.","Richard Phalon, ""Fire Destroys the Black Studies Center at Cornell,"" New York Times, April 2, 1970.","Paul L. Montgomery, ""100 Cornell Negro Students Loot New Campus Store,"" New York Times, April 7, 1970.","Michael T. Kaufman, ""Court Enjoins Violence at Cornell; Curfew Set,"" New York Times, April 10, 1970.",Hewitt Project,-9,-9,0,-9,,,,,,,,,,,,,,,,
1.97E+11,1970,4,19,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at the Japanese Presbyterian Church in Seattle, Washington, United States.  There were no casualties and the church sustained $2,000 in damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Church,Japanese Presbyterian Church,217,United States,,White extremists,,,,,,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,"This was part of a multiple attack 197004190002, 197004190003, and 197004190004.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombings, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.","Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.","""4 Buildings Bombed in Seattle,"" Washington Post, April 21, 1970.","Carole Beers, ""David Sprague, Former Legislator Who Was Radical Thinker, Gadfly,"" Seattle Times, June 28, 1997.",Hewitt Project,-9,-9,0,-9,"197004190001, 197004190002, 197004190003, 197004190004",,,,,,,,,,,,,,,
1.97E+11,1970,4,19,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at Hard Castle Realty, a real estate office that employed African Americans in Seattle, Washington, United States.  There were no casualties and the office sustained $4,000 in damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,,,Realty office that employed African Americans,Hardcastle Realty,217,United States,,White extremists,,,,,,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),4000,,0,,,,,,,0,,,,,,,,,"This was part of a multiple attack 197004190001, 197004190003, and 197004190004.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombings, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.  There was an attempted bombing against the same realty office a month later (197005150004).","Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.","""4 Buildings Bombed in Seattle,"" Washington Post, April 21, 1970.","Carole Beers, ""David Sprague, Former Legislator Who Was Radical Thinker, Gadfly,"" Seattle Times, June 28, 1997.",Hewitt Project,-9,-9,0,-9,"197004190001, 197004190002, 197004190003, 197004190004",,,,,,,,,,,,,,,
1.97E+11,1970,4,19,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at a restaurant that was constructed by African Americans in Seattle, Washington, United States.  There were no casualties and the restaurant sustained around $2,000 in damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Café,Restaurant constructed by African Americans,Drive-in Hamburger Restaurant,217,United States,,White extremists,,,,,,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,"This was part of a multiple attack with 197004190001, 197004190002, and 197004190004.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombings, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.","Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.","""4 Buildings Bombed in Seattle,"" Washington Post, April 21, 1970.","Carole Beers, ""David Sprague, Former Legislator Who Was Radical Thinker, Gadfly,"" Seattle Times, June 28, 1997.",Hewitt Project,-9,-9,0,-9,"197004190001, 197004190002, 197004190003, 197004190004",,,,,,,,,,,,,,,
1.97E+11,1970,4,19,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at the house of State Legislator David G. Sprague in Seattle, Washington, United States.  There were no casualties and the house sustained $1,000 in damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,White politician who represents a Black constituency,David G. Sprague,217,United States,,White extremists,,,,,,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,The house was slightly damaged.  16 windows were shattered.,0,,,,,,,0,,,,,,,,,"This was part of a multiple attack with 197004190001, 197004190002, and 197004190003.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombing, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.  Two months before this attack, the Seattle home of State Senator Fred Dore, a white legislator in a Black community, was also bombed (197002060002).","Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.","""4 Buildings Bombed in Seattle,"" Washington Post, April 21, 1970.","Carole Beers, ""David Sprague, Former Legislator Who Was Radical Thinker, Gadfly,"" Seattle Times, June 28, 1997.",Hewitt Project,-9,-9,0,-9,"197004190001, 197004190002, 197004190003, 197004190004",,,,,,,,,,,,,,,
